tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
1091.83	Beaver Bay Complex				Ma	This study	GM-UPB-I-206
>>>>>>>>>>
tab	locations
location	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-548	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.5	246.0	-4.7	0	0	0	-90	24	803	This study	hargrave 2020-10-27 11:06:58	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	548	u	4	273	Yiming Zhang		1.47e-06	2.15e-09	6.3e-09	1.23e-08
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-549	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.5	249.6	-4	0	0	0	-90	25	813	This study	hargrave 2020-10-27 14:05:02	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	549	u	4	273	Yiming Zhang		1.44e-06	4.56e-09	7.92e-09	1.2e-08
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-550	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	251.0	-37.6	0	2.9999999999999997e-05	0	-90	26	793	This study	hargrave 2020-10-27 17:21:14	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	550	u	4	273	Yiming Zhang		1.79e-06	1.54e-09	6.709999999999999e-09	1.1299999999999999e-08
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-551	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	250.9	-40.8	0	2.9999999999999997e-05	0	-90	27	813	This study	hargrave 2020-10-28 10:10:35	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	551	u	4	273	Yiming Zhang		1.81e-06	2.09e-09	6.03e-09	1.09e-08
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-552	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	249.9	-43.8	0	2.9999999999999997e-05	0	-90	28	823	This study	hargrave 2020-10-28 14:16:11	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	552	u	4	273	Yiming Zhang		1.83e-06	1.9100000000000002e-09	5.8499999999999994e-09	1.06e-08
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-553	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.5	248.5	-8.6	0	0	0	-90	29	823	This study	hargrave 2020-10-28 17:17:43	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	553	u	4	273	Yiming Zhang		1.37e-06	2.8000000000000003e-09	6.859999999999998e-09	1.09e-08
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-554	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.5	246.0	-5.8	0	0	0	-90	30	826	This study	hargrave 2020-10-29 09:48:08	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	554	u	4	273	Yiming Zhang		1.33e-06	1.93e-09	6e-09	1.07e-08
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-555	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	252.3	-43	0	2.9999999999999997e-05	0	-90	31	813	This study	hargrave 2020-10-31 10:29:59	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	555	u	4	273	Yiming Zhang		1.72e-06	2.23e-09	6.870000000000001e-09	9.41e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-556	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	252.1	-46.2	0	2.9999999999999997e-05	0	-90	32	826	This study	hargrave 2020-10-31 14:23:03	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	556	u	4	273	Yiming Zhang		1.81e-06	3.9299999999999995e-09	7.68e-09	9.309999999999999e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-557	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	249.8	-47.3	0	2.9999999999999997e-05	0	-90	33	829	This study	hargrave 2020-10-31 17:58:21	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	557	u	4	273	Yiming Zhang		1.83e-06	4.04e-09	6.6e-09	9.509999999999999e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-558	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.4	248.2	-10.3	0	0	0	-90	34	829	This study	hargrave 2020-11-01 09:38:34	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	558	u	4	273	Yiming Zhang		1.23e-06	1.8100000000000002e-09	5.18e-09	9.509999999999999e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-559	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.5	248.2	-7.9	0	0	0	-90	35	832	This study	hargrave 2020-11-01 12:48:29	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	559	u	4	273	Yiming Zhang		1.16e-06	1.7300000000000004e-09	5.2200000000000006e-09	9.270000000000001e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-560	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	253.8	-49	0	2.9999999999999997e-05	0	-90	36	826	This study	hargrave 2020-11-01 16:15:38	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	560	u	4	273	Yiming Zhang		1.73e-06	4.0600000000000005e-09	7.120000000000002e-09	8.38e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-561	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	249.6	-52.1	0	2.9999999999999997e-05	0	-90	37	832	This study	hargrave 2020-11-02 10:08:15	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	561	u	4	273	Yiming Zhang		1.81e-06	4.589999999999999e-09	6.77e-09	8.29e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-562	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	252.4	-55.5	0	2.9999999999999997e-05	0	-90	38	835	This study	hargrave 2020-11-02 13:42:34	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	562	u	4	273	Yiming Zhang		1.92e-06	4.9e-09	7.509999999999999e-09	7.640000000000001e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-563	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.4	249.7	-17.4	0	0	0	-90	39	835	This study	hargrave 2020-11-02 16:57:39	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	563	u	4	273	Yiming Zhang		1.09e-06	2.22e-09	5.2e-09	8.11e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-564	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.4	246.8	-10.6	0	0	0	-90	40	838	This study	hargrave 2020-11-03 09:50:12	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	564	u	4	273	Yiming Zhang		1.01e-06	1.9699999999999996e-09	4.53e-09	7.809999999999998e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-565	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	249.7	-52.6	0	2.9999999999999997e-05	0	-90	41	832	This study	hargrave 2020-11-03 13:16:11	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	565	u	4	273	Yiming Zhang		1.63e-06	4.64e-09	5.7700000000000005e-09	7.8e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-566	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.4	256.5	-60.4	0	2.9999999999999997e-05	0	-90	42	838	This study	hargrave 2020-11-03 16:57:14	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	566	u	4	273	Yiming Zhang		1.89e-06	6.53e-09	8.68e-09	5.97e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-567	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	251.5	-67.2	0	2.9999999999999997e-05	0	-90	43	843	This study	hargrave 2020-11-04 10:14:39	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	567	u	4	273	Yiming Zhang		2.19e-06	7.48e-09	8.740000000000001e-09	5.57e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-568	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.4	252.0	-20.6	0	0	0	-90	44	843	This study	hargrave 2020-11-04 13:25:17	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	568	u	4	273	Yiming Zhang		8.88e-07	2.28e-09	4.1600000000000005e-09	6.16e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-569	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.4	248.7	-13.3	0	0	0	-90	45	848	This study	hargrave 2020-11-04 16:30:07	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	569	u	4	273	Yiming Zhang		7.990000000000002e-07	8.81e-10	3.24e-09	6.0499999999999996e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-570	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	252.3	-65.1	0	2.9999999999999997e-05	0	-90	46	838	This study	hargrave 2020-11-04 20:11:58	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	570	u	4	273	Yiming Zhang		1.78e-06	5.37e-09	7.020000000000002e-09	5.579999999999999e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-571	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	258.5	-69.8	0	2.9999999999999997e-05	0	-90	47	848	This study	hargrave 2020-11-05 11:42:16	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	571	u	4	273	Yiming Zhang		2.27e-06	8.170000000000001e-09	1.01e-08	4.5700000000000006e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-572	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	256.4	-75.4	0	2.9999999999999997e-05	0	-90	48	853	This study	hargrave 2020-11-05 15:12:23	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	572	u	4	273	Yiming Zhang		2.36e-06	8.640000000000002e-09	9.26e-09	4.51e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-573	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.4	254.5	-22.3	0	0	0	-90	49	853	This study	hargrave 2020-11-05 18:26:10	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	573	u	4	273	Yiming Zhang		6.429999999999999e-07	8.599999999999998e-10	2.8300000000000004e-09	4.34e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-574	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.4	248.4	-14.8	0	0	0	-90	50	858	This study	hargrave 2020-11-06 09:45:02	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	574	u	4	273	Yiming Zhang		5.23e-07	8.44e-10	1.99e-09	3.81e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-575	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	262.3	-75.2	0	2.9999999999999997e-05	0	-90	51	848	This study	hargrave 2020-11-06 13:31:55	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	575	u	4	273	Yiming Zhang		2.31e-06	7.840000000000001e-09	8.959999999999999e-09	3.68e-09
BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-576	BD2-15a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-15a	0.3	260.5	-76.8	0	2.9999999999999997e-05	0	-90	52	858	This study	hargrave 2020-11-06 17:58:26	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	576	u	4	273	Yiming Zhang		2.48e-06	8.53e-09	9.55e-09	4.1600000000000005e-09
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-577	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.5	246.3	-1	0	0	0	-90	0	273	This study	hargrave 2020-10-12 16:27:49	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	577	u	4	273	Yiming Zhang		4.24e-06	1.88e-08	1.0400000000000001e-09	3.2200000000000004e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-578	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	242.7	-0.8	0	0	0	-90	1	373	This study	hargrave 2020-10-14 11:30:40	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	578	u	4	273	Yiming Zhang		4.24e-06	1.31e-08	2.14e-09	3.08e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-579	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.5	247.8	-0.5	0	2.9999999999999997e-05	0	-90	2	373	This study	hargrave 2020-10-14 17:10:38	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	579	u	4	273	Yiming Zhang		4.14e-06	1.42e-08	1.09e-08	3.1299999999999996e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-580	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	247.4	-1.8	0	2.9999999999999997e-05	0	-90	3	473	This study	hargrave 2020-10-15 11:56:06	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	580	u	4	273	Yiming Zhang		3.93e-06	8.3e-09	8.399999999999999e-09	2.9500000000000006e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-581	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.5	247.2	-1	0	0	0	-90	4	473	This study	hargrave 2020-10-15 14:48:25	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	581	u	4	273	Yiming Zhang		3.94e-06	9.96e-09	1.05e-08	2.99e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-582	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	242.8	-1.5	0	0	0	-90	5	573	This study	hargrave 2020-10-15 17:27:24	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	582	u	4	273	Yiming Zhang		3.56e-06	4.19e-09	7.37e-09	2.67e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-583	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	247.9	-1.9	0	2.9999999999999997e-05	0	-90	6	373	This study	hargrave 2020-10-16 13:57:16	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	583	u	4	273	Yiming Zhang		3.47e-06	4.65e-09	1.1200000000000001e-08	2.65e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-584	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	246.5	-10.2	0	2.9999999999999997e-05	0	-90	7	573	This study	hargrave 2020-10-18 14:38:03	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	584	u	4	273	Yiming Zhang		3.19e-06	1.49e-08	1.18e-08	2.41e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-585	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.3	237.3	-31	0	2.9999999999999997e-05	0	-90	8	673	This study	hargrave 2020-10-18 18:09:45	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	585	u	4	273	Yiming Zhang		2.24e-06	6.24e-09	5.34e-09	1.4e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-586	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	249.3	-6.3	0	0	0	-90	9	673	This study	hargrave 2020-10-19 12:02:44	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	586	u	4	273	Yiming Zhang		2.03e-06	2.8000000000000003e-09	1.27e-08	1.62e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-587	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	245.7	-6.8	0	0	0	-90	10	723	This study	hargrave 2020-10-19 15:02:34	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	587	u	4	273	Yiming Zhang		1.73e-06	3.2899999999999996e-09	9.59e-09	1.3600000000000001e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-588	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.3	245.4	-25.7	0	2.9999999999999997e-05	0	-90	11	573	This study	hargrave 2020-10-19 19:08:47	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	588	u	4	273	Yiming Zhang		1.75e-06	4.95e-09	8.54e-09	1.2099999999999999e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-589	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.2	235.9	-38.7	0	2.9999999999999997e-05	0	-90	12	723	This study	hargrave 2020-10-20 11:49:33	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	589	u	4	273	Yiming Zhang		1.92e-06	4.45e-09	7.490000000000001e-09	1.1100000000000002e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-590	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.2	235.7	-39.9	0	2.9999999999999997e-05	0	-90	13	748	This study	hargrave 2020-10-20 16:34:15	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	590	u	4	273	Yiming Zhang		1.86e-06	5e-09	7.33e-09	1.06e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-591	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	252.9	-9.1	0	0	0	-90	14	748	This study	hargrave 2020-10-21 11:33:52	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	591	u	4	273	Yiming Zhang		1.52e-06	2.99e-09	9.95e-09	1.23e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-592	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	246.1	-9	0	0	0	-90	15	773	This study	hargrave 2020-10-21 16:01:52	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	592	u	4	273	Yiming Zhang		1.47e-06	3.9299999999999995e-09	8.75e-09	1.18e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-593	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.2	237.8	-40.9	0	2.9999999999999997e-05	0	-90	16	723	This study	hargrave 2020-10-22 11:16:38	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	593	u	4	273	Yiming Zhang		1.8e-06	3.71e-09	7.249999999999999e-09	9.97e-09
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-594	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.2	239.4	-41.8	0	2.9999999999999997e-05	0	-90	17	773	This study	hargrave 2020-10-22 15:06:59	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	594	u	4	273	Yiming Zhang		1.78e-06	4.36e-09	6.48e-09	9.57e-09
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-595	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.3	238.2	-42.5	0	2.9999999999999997e-05	0	-90	18	783	This study	hargrave 2020-10-22 18:49:33	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	595	u	4	273	Yiming Zhang		1.78e-06	3.87e-09	7.440000000000002e-09	9.61e-09
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-596	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	248.0	-9.9	0	0	0	-90	19	783	This study	hargrave 2020-10-23 13:03:22	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	596	u	4	273	Yiming Zhang		1.39e-06	3.0599999999999998e-09	8.54e-09	1.09e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-597	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.4	247.5	-9.7	0	0	0	-90	20	793	This study	hargrave 2020-10-23 16:08:44	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	597	u	4	273	Yiming Zhang		1.38e-06	3.2899999999999996e-09	7.58e-09	1.07e-08
BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-598	BD2-16a_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD2-16a	0.2	237.7	-45.6	0	2.9999999999999997e-05	0	-90	21	773	This study	hargrave 2020-10-25 17:14:25	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	598	u	4	273	Yiming Zhang		1.74e-06	3.3899999999999997e-09	7.73e-09	9.02e-09
